
Version;N;BS;T;Exec time;GFlops
inc1_o5_2d;4096;32;56;0.71;192.9862
inc1_o5_2d;4096;32;56;0.70;195.5165
inc1_o5_2d;4096;32;56;0.71;194.3336
inc1_o5_2d;4096;64;56;0.44;311.0808
inc1_o5_2d;4096;64;56;0.44;311.7222
inc1_o5_2d;4096;64;56;0.44;310.5138
inc1_o5_2d;4096;128;56;0.45;302.9399
inc1_o5_2d;4096;128;56;0.46;300.3775
inc1_o5_2d;4096;128;56;0.46;300.1577
inc1_o5_2d;4096;32;112;0.81;169.8018
inc1_o5_2d;4096;32;112;0.81;169.4967
inc1_o5_2d;4096;32;112;0.81;170.2798
inc1_o5_2d;4096;64;112;0.48;286.0260
inc1_o5_2d;4096;64;112;0.49;282.8340
inc1_o5_2d;4096;64;112;0.49;283.2666
inc1_o5_2d;4096;128;112;0.51;269.7744
inc1_o5_2d;4096;128;112;0.51;270.9866
inc1_o5_2d;4096;128;112;0.51;268.0041
inc1_o5_2d;8192;32;56;6.09;180.4978
inc1_o5_2d;8192;32;56;6.16;178.4635
inc1_o5_2d;8192;32;56;6.18;177.9590
inc1_o5_2d;8192;64;56;5.97;184.2299
inc1_o5_2d;8192;64;56;5.94;185.1262
inc1_o5_2d;8192;64;56;5.93;185.2842
inc1_o5_2d;8192;128;56;4.86;226.4551
inc1_o5_2d;8192;128;56;4.90;224.4084
inc1_o5_2d;8192;128;56;5.06;217.2089
inc1_o5_2d;8192;32;112;6.92;158.9089
inc1_o5_2d;8192;32;112;6.91;159.1285
inc1_o5_2d;8192;32;112;6.91;159.0423
inc1_o5_2d;8192;64;112;3.55;309.4419
inc1_o5_2d;8192;64;112;3.55;309.3733
inc1_o5_2d;8192;64;112;3.55;309.6384
inc1_o5_2d;8192;128;112;3.32;331.3545
inc1_o5_2d;8192;128;112;3.32;331.5574
inc1_o5_2d;8192;128;112;3.31;332.1290

inc1_o5_2d;16384;64;56;97.80;89.9370
inc1_o5_2d;16384;64;56;37.02;237.6237
inc1_o5_2d;16384;64;56;58.01;151.6372
inc1_o5_2d;16384;128;56;93.87;93.7074
inc1_o5_2d;16384;128;56;90.49;97.2045
inc1_o5_2d;16384;128;56;94.75;92.8302

inc1_o5_2d;16384;64;112;54.99;159.9622
inc1_o5_2d;16384;64;112;59.83;147.0230
inc1_o5_2d;16384;64;112;59.66;147.4395
inc1_o5_2d;16384;128;112;50.55;174.0196
inc1_o5_2d;16384;128;112;52.03;169.0619
inc1_o5_2d;16384;128;112;55.81;157.6170

