
Version;N;BS;T;Exec time;GFlops
inc1_o5_1d;4096;32;56;0.71;194.8516
inc1_o5_1d;4096;32;56;0.70;196.2774
inc1_o5_1d;4096;32;56;0.70;196.3717
inc1_o5_1d;4096;64;56;0.44;312.4884
inc1_o5_1d;4096;64;56;0.44;314.0156
inc1_o5_1d;4096;64;56;0.44;310.7903
inc1_o5_1d;4096;128;56;0.44;312.1442
inc1_o5_1d;4096;128;56;0.44;308.9253
inc1_o5_1d;4096;128;56;0.44;311.9353
inc1_o5_1d;4096;32;112;0.80;171.0834
inc1_o5_1d;4096;32;112;0.80;171.0521
inc1_o5_1d;4096;32;112;0.81;169.3758
inc1_o5_1d;4096;64;112;0.49;278.5894
inc1_o5_1d;4096;64;112;0.48;285.0053
inc1_o5_1d;4096;64;112;0.48;283.8001
inc1_o5_1d;4096;128;112;0.47;295.4862
inc1_o5_1d;4096;128;112;0.47;292.2232
inc1_o5_1d;4096;128;112;0.46;296.2206
inc1_o5_1d;8192;32;56;6.19;177.6674
inc1_o5_1d;8192;32;56;6.12;179.6048
inc1_o5_1d;8192;32;56;6.14;178.9670
inc1_o5_1d;8192;64;56;5.95;184.9188
inc1_o5_1d;8192;64;56;5.95;184.8934
inc1_o5_1d;8192;64;56;5.95;184.8484
inc1_o5_1d;8192;128;56;4.64;237.0980
inc1_o5_1d;8192;128;56;4.64;237.2036
inc1_o5_1d;8192;128;56;4.79;229.6441
inc1_o5_1d;8192;32;112;6.90;159.3601
inc1_o5_1d;8192;32;112;6.91;159.2032
inc1_o5_1d;8192;32;112;6.96;157.9832
inc1_o5_1d;8192;64;112;3.54;310.2384
inc1_o5_1d;8192;64;112;3.54;310.6913
inc1_o5_1d;8192;64;112;3.54;310.1999
inc1_o5_1d;8192;128;112;2.93;375.5774
inc1_o5_1d;8192;128;112;2.93;375.4883
inc1_o5_1d;8192;128;112;2.92;376.1104
inc1_o5_1d;16384;32;56;74.57;117.9540
inc1_o5_1d;16384;32;56;84.31;104.3304
inc1_o5_1d;16384;32;56;80.64;109.0769
inc1_o5_1d;16384;64;56;110.22;79.8048
inc1_o5_1d;16384;64;56;60.91;144.4035
inc1_o5_1d;16384;64;56;101.66;86.5204
inc1_o5_1d;16384;128;56;84.27;104.3743
inc1_o5_1d;16384;128;56;104.49;84.1832
inc1_o5_1d;16384;128;56;91.99;95.6233
inc1_o5_1d;16384;32;112;46.16;190.5394
inc1_o5_1d;16384;32;112;53.49;164.4452
inc1_o5_1d;16384;32;112;47.99;183.2775
inc1_o5_1d;16384;64;112;53.71;163.7641
inc1_o5_1d;16384;64;112;40.53;217.0247
inc1_o5_1d;16384;64;112;54.14;162.4832
inc1_o5_1d;16384;128;112;32.18;273.3106
inc1_o5_1d;16384;128;112;41.11;213.9655
inc1_o5_1d;16384;128;112;52.59;167.2647
