
Version;N;BS;T;Exec time;GFlops
inc1_o5_2d;4096;32;56;0.70;197.2759
inc1_o5_2d;4096;32;56;0.69;200.0693
inc1_o5_2d;4096;32;56;0.69;199.3660
inc1_o5_2d;4096;64;56;0.44;312.0761
inc1_o5_2d;4096;64;56;0.44;311.8057
inc1_o5_2d;4096;64;56;0.44;312.8797
inc1_o5_2d;4096;128;56;0.44;310.7320
inc1_o5_2d;4096;128;56;0.44;310.9541
inc1_o5_2d;4096;128;56;0.44;309.1211
inc1_o5_2d;4096;32;112;0.80;170.9387
inc1_o5_2d;4096;32;112;0.81;169.0680
inc1_o5_2d;4096;32;112;0.81;170.3020
inc1_o5_2d;4096;64;112;0.48;284.8789
inc1_o5_2d;4096;64;112;0.48;285.9791
inc1_o5_2d;4096;64;112;0.49;282.9411
inc1_o5_2d;4096;128;112;0.47;294.2314
inc1_o5_2d;4096;128;112;0.47;292.3064
inc1_o5_2d;4096;128;112;0.47;293.7320
inc1_o5_2d;8192;32;56;5.77;190.6454
inc1_o5_2d;8192;32;56;5.79;189.8920
inc1_o5_2d;8192;32;56;5.75;191.2838
inc1_o5_2d;8192;64;56;6.05;181.8270
inc1_o5_2d;8192;64;56;6.04;182.0299
inc1_o5_2d;8192;64;56;6.02;182.6229
inc1_o5_2d;8192;128;56;4.74;231.7493
inc1_o5_2d;8192;128;56;4.75;231.4233
inc1_o5_2d;8192;128;56;4.78;229.9716
inc1_o5_2d;8192;32;112;6.89;159.4685
inc1_o5_2d;8192;32;112;6.92;158.8763
inc1_o5_2d;8192;32;112;6.82;161.2848
inc1_o5_2d;8192;64;112;3.58;307.3124
inc1_o5_2d;8192;64;112;3.57;307.5725
inc1_o5_2d;8192;64;112;3.59;306.1288
inc1_o5_2d;8192;128;112;2.89;380.9400
inc1_o5_2d;8192;128;112;2.90;379.5702
inc1_o5_2d;8192;128;112;2.88;381.7872
inc1_o5_2d;16384;32;56;57.14;153.9393
inc1_o5_2d;16384;32;56;76.57;114.8782
inc1_o5_2d;16384;32;56;65.35;134.6011
inc1_o5_2d;16384;64;56;102.89;85.4898
inc1_o5_2d;16384;64;56;107.06;82.1619
inc1_o5_2d;16384;64;56;29.19;301.3499
inc1_o5_2d;16384;128;56;101.31;86.8267
inc1_o5_2d;16384;128;56;85.63;102.7206
inc1_o5_2d;16384;128;56;83.70;105.0922
inc1_o5_2d;16384;32;112;44.19;199.0617
inc1_o5_2d;16384;32;112;60.60;145.1517
inc1_o5_2d;16384;32;112;59.94;146.7550
inc1_o5_2d;16384;64;112;58.83;149.5282
inc1_o5_2d;16384;64;112;57.93;151.8308
inc1_o5_2d;16384;64;112;59.38;148.1218
inc1_o5_2d;16384;128;112;43.75;201.0336
inc1_o5_2d;16384;128;112;47.33;185.8404
inc1_o5_2d;16384;128;112;53.95;163.0269
inc1_o6_2d;4096;32;56;0.52;266.8521
inc1_o6_2d;4096;32;56;0.51;268.0402
inc1_o6_2d;4096;32;56;0.52;265.1474
inc1_o6_2d;4096;64;56;0.37;368.3665
inc1_o6_2d;4096;64;56;0.37;369.2551
inc1_o6_2d;4096;64;56;0.37;370.0663
inc1_o6_2d;4096;128;56;0.44;314.8622
inc1_o6_2d;4096;128;56;0.43;316.5132
inc1_o6_2d;4096;128;56;0.44;315.1271
inc1_o6_2d;4096;32;112;0.58;238.3652
inc1_o6_2d;4096;32;112;0.58;236.0108
inc1_o6_2d;4096;32;112;0.57;239.0913
inc1_o6_2d;4096;64;112;0.40;341.6568
inc1_o6_2d;4096;64;112;0.40;344.5941
inc1_o6_2d;4096;64;112;0.40;341.4734
inc1_o6_2d;4096;128;112;0.47;293.0511
inc1_o6_2d;4096;128;112;0.47;293.0986
inc1_o6_2d;4096;128;112;0.48;287.0643
inc1_o6_2d;8192;32;56;3.55;309.4477
inc1_o6_2d;8192;32;56;3.56;309.2589
inc1_o6_2d;8192;32;56;3.55;309.5391
inc1_o6_2d;8192;64;56;2.51;438.0736
inc1_o6_2d;8192;64;56;2.51;438.2524
inc1_o6_2d;8192;64;56;2.51;438.6536
inc1_o6_2d;8192;128;56;2.84;387.2305
inc1_o6_2d;8192;128;56;2.85;386.4640
inc1_o6_2d;8192;128;56;2.83;388.0108
inc1_o6_2d;8192;32;112;3.54;310.1955
inc1_o6_2d;8192;32;112;3.56;308.4679
inc1_o6_2d;8192;32;112;3.56;309.1324
inc1_o6_2d;8192;64;112;2.59;423.8403
inc1_o6_2d;8192;64;112;2.61;422.0458
inc1_o6_2d;8192;64;112;2.59;423.9813
inc1_o6_2d;8192;128;112;2.83;388.7369
inc1_o6_2d;8192;128;112;2.82;389.6769
inc1_o6_2d;8192;128;112;2.82;389.4324
inc1_o6_2d;16384;32;56;24.47;359.3976
inc1_o6_2d;16384;32;56;24.47;359.5038
inc1_o6_2d;16384;32;56;24.52;358.7368
inc1_o6_2d;16384;64;56;18.12;485.4557
inc1_o6_2d;16384;64;56;18.15;484.7466
inc1_o6_2d;16384;64;56;18.11;485.7666
inc1_o6_2d;16384;128;56;21.67;405.8874
inc1_o6_2d;16384;128;56;21.70;405.3882
inc1_o6_2d;16384;128;56;21.70;405.3326
inc1_o6_2d;16384;32;112;22.91;383.9187
inc1_o6_2d;16384;32;112;22.95;383.3009
inc1_o6_2d;16384;32;112;23.09;381.0163
inc1_o6_2d;16384;64;112;18.23;482.5093
inc1_o6_2d;16384;64;112;18.23;482.5076
inc1_o6_2d;16384;64;112;18.23;482.5004
inc1_o6_2d;16384;128;112;21.71;405.1870
inc1_o6_2d;16384;128;112;21.70;405.3567
inc1_o6_2d;16384;128;112;21.66;406.0864

